pincode,officename,divisionname,statename
833217,Jojo Camp,Singhbhum,Jharkhand
833102,Jojokurma,Singhbhum,Jharkhand
832105,Jorsiya,Singhbhum,Jharkhand
833218,Joteya,Singhbhum,Jharkhand
832101,Joypura,Singhbhum,Jharkhand
832401,Jugilong,Singhbhum,Jharkhand
831006,Jugsalai,Singhbhum,Jharkhand
831002,Jumal,Singhbhum,Jharkhand
831002,Juri,Singhbhum,Jharkhand
831005,Kadma,Singhbhum,Jharkhand
832101,Kaima,Singhbhum,Jharkhand
832101,Kaimi,Singhbhum,Jharkhand
833103,Kairam,Singhbhum,Jharkhand
832301,Kalapathar,Singhbhum,Jharkhand
832302,Kaliam,Singhbhum,Jharkhand
832301,Kalidaspur,Singhbhum,Jharkhand
832102,Kalikapur,Singhbhum,Jharkhand
831004,Kalimati Market,Singhbhum,Jharkhand
832105,Kamalpur,Singhbhum,Jharkhand
832401,Kanderbera,Singhbhum,Jharkhand
832402,Kandra (Seraikela-kharsawan),Singhbhum,Jharkhand
832302,Kantaboni,Singhbhum,Jharkhand
831012,Kapali,Singhbhum,Jharkhand
832303,Karaduba,Singhbhum,Jharkhand
831002,Karandih,Singhbhum,Jharkhand
833214,Karanjia,Singhbhum,Jharkhand
832404,Kashidih,Singhbhum,Jharkhand
832105,Kasmar,Singhbhum,Jharkhand
833204,Kathbari,Singhbhum,Jharkhand
832301,Katushole,Singhbhum,Jharkhand
832301,Kendadangri,Singhbhum,Jharkhand
832303,Kendadih,Singhbhum,Jharkhand
832107,Kendamundi,Singhbhum,Jharkhand
833220,Kendua,Singhbhum,Jharkhand
833102,Kera,Singhbhum,Jharkhand
833102,Keraikela,Singhbhum,Jharkhand
832101,Kesharda,Singhbhum,Jharkhand
833204,Keshargaria,Singhbhum,Jharkhand
832304,Kesharpur,Singhbhum,Jharkhand
833214,Khairbandh,Singhbhum,Jharkhand
833214,Khairpal,Singhbhum,Jharkhand
831002,Khairpal,Singhbhum,Jharkhand
832101,Khandamouda,Singhbhum,Jharkhand
833216,Kharsawangarh,Singhbhum,Jharkhand
833204,Khedchalan,Singhbhum,Jharkhand
833204,Kheriatangar,Singhbhum,Jharkhand
832404,Khunti,Singhbhum,Jharkhand
833204,Khuntpani,Singhbhum,Jharkhand
833214,Khurpose,Singhbhum,Jharkhand
833222,Kiriburu Base Camp,Singhbhum,Jharkhand
831002,Kitadih,Singhbhum,Jharkhand
833203,Kochra,Singhbhum,Jharkhand
832112,Koira,Singhbhum,Jharkhand
833204,Kokcho,Singhbhum,Jharkhand
832302,Kokpara,Singhbhum,Jharkhand
833220,Kolabira,Singhbhum,Jharkhand
833218,Kotgarh,Singhbhum,Jharkhand
831002,Kowali,Singhbhum,Jharkhand
833216,Kuchai,Singhbhum,Jharkhand
832112,Kuiani,Singhbhum,Jharkhand
833105,Kuira,Singhbhum,Jharkhand
832403,Kukru,Singhbhum,Jharkhand
832101,Kumardubi,Singhbhum,Jharkhand
833214,Kumardungi,Singhbhum,Jharkhand
832105,Kumir,Singhbhum,Jharkhand
833214,Kundiadhar,Singhbhum,Jharkhand
832105,Lachhipur,Singhbhum,Jharkhand
833102,Landupada,Singhbhum,Jharkhand
832112,Laojora,Singhbhum,Jharkhand
832404,Lepatand,Singhbhum,Jharkhand
832301,Lodhasholi,Singhbhum,Jharkhand
833105,Lonjo,Singhbhum,Jharkhand
833102,Lotapahar,Singhbhum,Jharkhand
831004,Luabasa,Singhbhum,Jharkhand
831018,M.G.M Medical College,Singhbhum,Jharkhand
832112,Madhavpur,Singhbhum,Jharkhand
832401,Madhupur,Singhbhum,Jharkhand
833220,Madhupur,Singhbhum,Jharkhand
832304,Mahulia,Singhbhum,Jharkhand
833102,Mahulpani,Singhbhum,Jharkhand
833214,Majhgaon,Singhbhum,Jharkhand
832101,Malua,Singhbhum,Jharkhand
833203,Maluka,Singhbhum,Jharkhand
831012,Mango,Singhbhum,Jharkhand
833104,Manoharpur (West Singhbhum),Singhbhum,Jharkhand
832102,Manpur,Singhbhum,Jharkhand
832301,Manusmuria,Singhbhum,Jharkhand
832302,Matiabandhi,Singhbhum,Jharkhand
832101,Matihana,Singhbhum,Jharkhand
833223,Meghahatuburu,Singhbhum,Jharkhand
832303,Mohanpur,Singhbhum,Jharkhand
832302,Mohulishole,Singhbhum,Jharkhand
832404,Moisara,Singhbhum,Jharkhand
832104,Mosabani Mines,Singhbhum,Jharkhand
832103,Moubhandar,Singhbhum,Jharkhand
832101,Mouda,Singhbhum,Jharkhand
833220,Munda Tand,Singhbhum,Jharkhand
832101,Murakati,Singhbhum,Jharkhand
832301,Mural,Singhbhum,Jharkhand
832302,Murathakura,Singhbhum,Jharkhand
832403,Muru,Singhbhum,Jharkhand
831007,N M L,Singhbhum,Jharkhand
833214,N.Ashram,Singhbhum,Jharkhand
832404,Nadisai,Singhbhum,Jharkhand
833204,Nakahasa,Singhbhum,Jharkhand
833102,Nakti,Singhbhum,Jharkhand
833215,Naogaon,Singhbhum,Jharkhand
833220,Narayanpur,Singhbhum,Jharkhand
831002,Narda,Singhbhum,Jharkhand
833204,Narsanda,Singhbhum,Jharkhand
832111,Narwa Mines,Singhbhum,Jharkhand
833220,Nengtasai,Singhbhum,Jharkhand
832401,Nimdih,Singhbhum,Jharkhand
833218,Noamundi Bazar,Singhbhum,Jharkhand
833217,Noamundi,Singhbhum,Jharkhand
832108,Nowagarh,Singhbhum,Jharkhand
832302,Nutangarh,Singhbhum,Jharkhand
833102,Otar,Singhbhum,Jharkhand
833101,Padampur,Singhbhum,Jharkhand
832105,Pagda,Singhbhum,Jharkhand
832112,Paharpur,Singhbhum,Jharkhand
833204,Pandrasali,Singhbhum,Jharkhand
832302,Panduda,Singhbhum,Jharkhand
831020,Pardih,Singhbhum,Jharkhand
833214,Parsagar Keshna,Singhbhum,Jharkhand
832105,Patamda,Singhbhum,Jharkhand
833104,Patherbasa,Singhbhum,Jharkhand
833219,Pathermara,Singhbhum,Jharkhand
833204,Pilka,Singhbhum,Jharkhand
831012,Pipla,Singhbhum,Jharkhand
832302,Pitajuri,Singhbhum,Jharkhand
832112,Pokharia,Singhbhum,Jharkhand
833104,Posiata,Singhbhum,Jharkhand
831002,Potka,Singhbhum,Jharkhand
833214,Punga,Singhbhum,Jharkhand
832303,Pungora,Singhbhum,Jharkhand
833215,Purnapani,Singhbhum,Jharkhand
833204,Purunia,Singhbhum,Jharkhand
831014,R.I.T,Singhbhum,Jharkhand
831016,Rahargora,Singhbhum,Jharkhand
833220,Raidih,Singhbhum,Jharkhand
833104,Rajanand Pur,Singhbhum,Jharkhand
832102,Rajdoha,Singhbhum,Jharkhand
831002,Rajnagar,Singhbhum,Jharkhand
832106,Rakha Copper Project,Singhbhum,Jharkhand
832106,Rakha Mines,Singhbhum,Jharkhand
832101,Ram Chandra Pur,Singhbhum,Jharkhand
832105,Rasik Nagar,Singhbhum,Jharkhand
831002,Rasun Chopa,Singhbhum,Jharkhand
832302,Rautara,Singhbhum,Jharkhand
833104,Robkera,Singhbhum,Jharkhand
831002,Rola,Singhbhum,Jharkhand
833102,Roladih,Singhbhum,Jharkhand
833204,Roro,Singhbhum,Jharkhand
833214,Ruia,Singhbhum,Jharkhand
832301,Rupuskundi,Singhbhum,Jharkhand
831001,Sakchi Court,Singhbhum,Jharkhand
831001,Sakchi,Singhbhum,Jharkhand
833106,Salai,Singhbhum,Jharkhand
831002,Sangrain,Singhbhum,Jharkhand
833204,Sarda,Singhbhum,Jharkhand
832301,Sardiha,Singhbhum,Jharkhand
831002,Sarjamda,Singhbhum,Jharkhand
833102,Sarjamhatu,Singhbhum,Jharkhand
833219,Seraikella Block,Singhbhum,Jharkhand
833219,Seraikella,Singhbhum,Jharkhand
832107,Shankarda,Singhbhum,Jharkhand
832403,Shirum,Singhbhum,Jharkhand
832302,Shyam Sunderpur,Singhbhum,Jharkhand
832404,Sidhdih,Singhbhum,Jharkhand
832401,Simagunda,Singhbhum,Jharkhand
832301,Simdi,Singhbhum,Jharkhand
833220,Sindhukopa,Singhbhum,Jharkhand
833220,Sindri,Singhbhum,Jharkhand
833214,Sindri Guiya,Singhbhum,Jharkhand
833214,Sindriguia,Singhbhum,Jharkhand
833202,Singhpokharia,Singhbhum,Jharkhand
832302,Singhpura,Singhbhum,Jharkhand
833220,Sini,Singhbhum,Jharkhand
832403,Situ,Singhbhum,Jharkhand
833214,Siyaljora,Singhbhum,Jharkhand
831011,Sonari (East Singhbhum),Singhbhum,Jharkhand
833105,Sonua,Singhbhum,Jharkhand
832403,Soro,Singhbhum,Jharkhand
833215,Sringgesia,Singhbhum,Jharkhand
832304,Suklara,Singhbhum,Jharkhand
832401,Suksari,Singhbhum,Jharkhand
832107,Sundarnagar,Singhbhum,Jharkhand
832303,Surda Mines,Singhbhum,Jharkhand
833215,Surjabasa,Singhbhum,Jharkhand
833214,T.B.Dumuria,Singhbhum,Jharkhand
833219,Tablapur,Singhbhum,Jharkhand
832404,Tamari,Singhbhum,Jharkhand
831002,Tangrain,Singhbhum,Jharkhand
832401,Tankocha,Singhbhum,Jharkhand
833204,Tantnagar,Singhbhum,Jharkhand
833202,Tata College Chaibasa,Singhbhum,Jharkhand
831002,Tatanagar,Singhbhum,Jharkhand
831010,Telco G.M Office,Singhbhum,Jharkhand
831004,Telco Plaza Market,Singhbhum,Jharkhand
831004,Telco Works,Singhbhum,Jharkhand
832404,Tikar,Singhbhum,Jharkhand
832401,Tilla,Singhbhum,Jharkhand
832403,Tiruldih,Singhbhum,Jharkhand
833102,Toklo,Singhbhum,Jharkhand
833215,Tonto,Singhbhum,Jharkhand
833204,Tonto,Singhbhum,Jharkhand
832107,Tumung,Singhbhum,Jharkhand
833103,Tuniagajpur,Singhbhum,Jharkhand
832404,Tuta,Singhbhum,Jharkhand
833102,Unchibita,Singhbhum,Jharkhand
833104,Urkia,Singhbhum,Jharkhand
832404,Urmal,Singhbhum,Jharkhand
560063,A F Station Yelahanka,Bangalore East,Karnataka
560007,Agram,Bangalore East,Karnataka
560007,Air Force Hospital,Bangalore East,Karnataka
560092,Amruthahalli,Bangalore East,Karnataka
560024,Anandnagar (Bangalore),Bangalore East,Karnataka
560045,Arabic College,Bangalore East,Karnataka
560064,Attur,Bangalore East,Karnataka
560047,Austin Town,Bangalore East,Karnataka
560043,Banaswadi,Bangalore East,Karnataka
560001,Bangalore Bazaar,Bangalore East,Karnataka
560300,Bangalore International Airport,Bangalore East,Karnataka
560025,Bangalore Sub Foreign Post,Bangalore East,Karnataka
560103,Bellandur,Bangalore East,Karnataka
560046,Benson Town,Bangalore East,Karnataka
560049,Bhattarahalli,Bangalore East,Karnataka
560049,Bidrahalli,Bangalore East,Karnataka
560063,BSF Campus Yelahanka,Bangalore East,Karnataka
560092,Byatarayanapura,Bangalore East,Karnataka
560093,C.V.Raman Nagar,Bangalore East,Karnataka
560001,CMM Court Complex,Bangalore East,Karnataka
560025,CMP Centre And School,Bangalore East,Karnataka
560064,CRPF Campus Yelahanka,Bangalore East,Karnataka
560067,Devanagundi,Bangalore East,Karnataka
560036,Devasandra,Bangalore East,Karnataka
560077,Doddagubbi,Bangalore East,Karnataka
560037,Doddanekkundi,Bangalore East,Karnataka
560071,Domlur,Bangalore East,Karnataka
560016,Doorvaninagar,Bangalore East,Karnataka
560001,Dr. Ambedkar Veedhi,Bangalore East,Karnataka
560077,Dr. Shivarama Karanth Nagar,Bangalore East,Karnataka
560066,EPIP,Bangalore East,Karnataka
560005,Fraser Town,Bangalore East,Karnataka
560065,G.K.V.K.,Bangalore East,Karnataka
560087,Gunjur,Bangalore East,Karnataka
560024,H.A. Farm,Bangalore East,Karnataka
560008,H.A.L II Stage,Bangalore East,Karnataka
560051,H.K.P. Road,Bangalore East,Karnataka
560024,Hebbal Kempapura,Bangalore East,Karnataka
560001,HighCourt,Bangalore East,Karnataka
560048,Hoodi,Bangalore East,Karnataka
560043,Horamavu,Bangalore East,Karnataka
560008,Hulsur Bazaar,Bangalore East,Karnataka
560038,Indiranagar (Bangalore),Bangalore East,Karnataka
560094,ISRO Anthariksha Bhavan,Bangalore East,Karnataka
560006,J.C.Nagar,Bangalore East,Karnataka
560064,Jakkur,Bangalore East,Karnataka
560043,Jalavayuvihar,Bangalore East,Karnataka
560046,Jayamahal Road,Bangalore East,Karnataka
560075,Jeevanbhimanagar,Bangalore East,Karnataka
560067,Kadugodi Extention SO,Bangalore East,Karnataka
560067,Kadugodi,Bangalore East,Karnataka
560067,Kalkunte,Bangalore East,Karnataka
560043,Kalyananagar,Bangalore East,Karnataka
560067,Kannamangala,Bangalore East,Karnataka
560092,Kodigehalli,Bangalore East,Karnataka
560077,Kothanur,Bangalore East,Karnataka
560016,Krishnarajapuram R S,Bangalore East,Karnataka
560036,Krishnarajapuram,Bangalore East,Karnataka
560037,Kundalahalli,Bangalore East,Karnataka
560001,Legislators Home,Bangalore East,Karnataka
560084,Lingarajapuram,Bangalore East,Karnataka
560048,Mahadevapura,Bangalore East,Karnataka
560001,Mahatma Gandhi Road,Bangalore East,Karnataka
560037,Marathahalli Colony,Bangalore East,Karnataka
560033,Maruthi Sevanagar,Bangalore East,Karnataka
560067,Medimallasandra,Bangalore East,Karnataka
560049,Mundur,Bangalore East,Karnataka
560025,Museum Road,Bangalore East,Karnataka
560087,Muthusandra,Bangalore East,Karnataka
560067,Naduvathi,Bangalore East,Karnataka
560017,NAL,Bangalore East,Karnataka
560075,New Thippasandra,Bangalore East,Karnataka
560032,P&T Col. Kavalbyrasandra,Bangalore East,Karnataka
560103,Panathur,Bangalore East,Karnataka
560032,R T Nagar,Bangalore East,Karnataka
560094,R.M.V. Extension II Stage,Bangalore East,Karnataka
560064,Rajanakunte,Bangalore East,Karnataka
560001,Rajbhavan (Bangalore),Bangalore East,Karnataka
560016,Ramamurthy Nagar,Bangalore East,Karnataka
560037,Rameshnagar,Bangalore East,Karnataka
560025,Richmond Town,Bangalore East,Karnataka
560080,Sadashivanagar,Bangalore East,Karnataka
560092,Sahakaranagar P.O,Bangalore East,Karnataka
560067,Samethanahalli,Bangalore East,Karnataka
560064,Singanayakanahalli,Bangalore East,Karnataka
560042,Sivan Chetty Gardens,Bangalore East,Karnataka
560084,St. Thomas Town,Bangalore East,Karnataka
560006,Training Command IAF,Bangalore East,Karnataka
560087,Vartur,Bangalore East,Karnataka
560001,Vasanthanagar,Bangalore East,Karnataka
560045,Venkateshapura,Bangalore East,Karnataka
560001,Vidhana Soudha,Bangalore East,Karnataka
560017,Vimanapura,Bangalore East,Karnataka
560049,Virgonagar,Bangalore East,Karnataka
560047,Viveknagar (Bangalore),Bangalore East,Karnataka
560066,Whitefield,Bangalore East,Karnataka
560064,Yelahanka,Bangalore East,Karnataka
560064,Yelahanka Satellite Town,Bangalore East,Karnataka
560001,Bangalore G.P.O.,Bangalore GPO,Karnataka
560030,Adugodi,Bangalore South,Karnataka
560034,Agara,Bangalore South,Karnataka
560108,Anjanapura,Bangalore South,Karnataka
560050,Ashoknagar (Bangalore),Bangalore South,Karnataka
560070,B Sk II Stage,Bangalore South,Karnataka
560085,Banashankari III Stage,Bangalore South,Karnataka
560050,Banashankari,Bangalore South,Karnataka
560002,Bangalore Corporation Building,Bangalore South,Karnataka
560076,Bannerghatta Road,Bangalore South,Karnataka
560083,Bannerghatta,Bangalore South,Karnataka
560004,Basavanagudi,Bangalore South,Karnataka
560068,Begur,Bangalore South,Karnataka
560056,Bnagalore Viswavidalaya,Bangalore South,Karnataka
560082,Bolare,Bangalore South,Karnataka
560068,Bommanahalli (Bangalore),Bangalore South,Karnataka
560099,Bommasandra Industrial Estate,Bangalore South,Karnataka
560035,Carmelram,Bangalore South,Karnataka
560018,Chamrajpet (Bangalore),Bangalore South,Karnataka
560099,Chandapura,Bangalore South,Karnataka
560081,Chandapura,Bangalore South,Karnataka
560053,Chickpet,Bangalore South,Karnataka
560061,Chikkalasandra,Bangalore South,Karnataka
560060,Chudenapura,Bangalore South,Karnataka
560050,Dasarahalli(Srinagar),Bangalore South,Karnataka
560026,Deepanjalinagar,Bangalore South,Karnataka
560029,Dharmaram College,Bangalore South,Karnataka
560062,Doddakallasandra,Bangalore South,Karnataka
560100,Electronics City,Bangalore South,Karnataka
560019,Gaviopuram Extension,Bangalore South,Karnataka
560085,Girinagar (Bangalore),Bangalore South,Karnataka
560083,Gottigere,Bangalore South,Karnataka
560026,Governmemnt Electric Factory,Bangalore South,Karnataka
560105,Haragadde,Bangalore South,Karnataka
560105,Hennagara,Bangalore South,Karnataka
560102,HSR Layout,Bangalore South,Karnataka
560105,Hulimangala,Bangalore South,Karnataka
560076,Hulimavu,Bangalore South,Karnataka
560076,Hulimavu,Bangalore South,Karnataka
560099,Huskur,Bangalore South,Karnataka
560078,J P Nagar,Bangalore South,Karnataka
560041,Jayanagar,Bangalore South,Karnataka
560070,Jayanagar West,Bangalore South,Karnataka
560011,Jayangar III Block,Bangalore South,Karnataka
560105,Jigani,Bangalore South,Karnataka
560078,JP Nagar III Phase,Bangalore South,Karnataka
560076,JP Nagar VIII phase,Bangalore South,Karnataka
560082,Kagalipura,Bangalore South,Karnataka
560083,Kalkere,Bangalore South,Karnataka
560105,Kallubalu,Bangalore South,Karnataka
560085,Kathriguppe,Bangalore South,Karnataka
560060,Kengeri,Bangalore South,Karnataka
560062,Konanakunte,Bangalore South,Karnataka
560034,Koramangala I Block,Bangalore South,Karnataka
560034,Koramangala,Bangalore South,Karnataka
560095,Koramangala VI Bk,Bangalore South,Karnataka
560078,Kumaraswamy Layout,Bangalore South,Karnataka
560074,Kumbalagodu,Bangalore South,Karnataka
560074,Kumbalgodu Gollahalli,Bangalore South,Karnataka
560011,Madhavan Park,Bangalore South,Karnataka
560068,Madivala,Bangalore South,Karnataka
560056,Mallathahalli,Bangalore South,Karnataka
560004,Mavalli,Bangalore South,Karnataka
560076,Mico Layout,Bangalore South,Karnataka
560076,Mount St Joseph,Bangalore South,Karnataka
560099,Muthanallur,Bangalore South,Karnataka
560039,Nayandahalli,Bangalore South,Karnataka
560070,Padmanabhnagar,Bangalore South,Karnataka
560004,Pampamahakavi Road,Bangalore South,Karnataka
560083,Ragihalli,Bangalore South,Karnataka
560098,Rajarajeshwarinagar,Bangalore South,Karnataka
560074,Ramohalli,Bangalore South,Karnataka
560059,Rv Niketan,Bangalore South,Karnataka
560083,Sakalavara,Bangalore South,Karnataka
560027,Sampangiramnagar,Bangalore South,Karnataka
560027,Shanthinagar,Bangalore South,Karnataka
560068,Singasandra,Bangalore South,Karnataka
560082,Somanhalli,Bangalore South,Karnataka
560034,St. John's Medical College,Bangalore South,Karnataka
560050,State Bank Of Mysore Colony,Bangalore South,Karnataka
560061,Subramanyapura,Bangalore South,Karnataka
560060,Sulikere,Bangalore South,Karnataka
560082,Taralu,Bangalore South,Karnataka
560029,Tavarekere,Bangalore South,Karnataka
560109,Thalaghattapura,Bangalore South,Karnataka
560082,Thataguni,Bangalore South,Karnataka
560082,Thattekuppe,Bangalore South,Karnataka
560004,Thyagarajnagar,Bangalore South,Karnataka
560041,Tilaknagar (Bangalore),Bangalore South,Karnataka
560070,Tyagrajnagar,Bangalore South,Karnataka
560082,Udaypura,Bangalore South,Karnataka
560110,Ullalu Upanagar,Bangalore South,Karnataka
560027,Wilson Garden,Bangalore South,Karnataka
560100,Wipro Limited,Bangalore South,Karnataka
560078,Yelachenahalli,Bangalore South,Karnataka
560107,Achitnagar,Bangalore West,Karnataka
560073,Bagalgunte,Bangalore West,Karnataka
560002,Bangalore City,Bangalore West,Karnataka
560009,Bangalore Dist Offices Bldg,Bangalore West,Karnataka
560091,Bapagrama,Bangalore West,Karnataka
560079,Basaveshwaranagar,Bangalore West,Karnataka
560089,Byatha,Bangalore West,Karnataka
560040,Chandra Lay Out,Bangalore West,Karnataka
560090,Chikkabanavara,Bangalore West,Karnataka
560073,Chikkabidarkal,Bangalore West,Karnataka
560021,Gayathrinagar,Bangalore West,Karnataka
560104,Hampinagar,Bangalore West,Karnataka
560091,Herohalli,Bangalore West,Karnataka
560089,Hessarghatta Lake,Bangalore West,Karnataka
560088,Hessarghatta,Bangalore West,Karnataka
560010,Industrial Estate (Bangalore),Bangalore West,Karnataka
560014,Jalahalli East,Bangalore West,Karnataka
560013,Jalahalli,Bangalore West,Karnataka
560015,Jalahalli West,Bangalore West,Karnataka
560079,K H B Colony,Bangalore West,Karnataka
560009,K. G. Road,Bangalore West,Karnataka
560089,Kakolu,Bangalore West,Karnataka
560079,Kamakshipalya,Bangalore West,Karnataka
560091,Kodigehalli,Bangalore West,Karnataka
560112,Kodigehalli,Bangalore West,Karnataka
560058,Laggere,Bangalore West,Karnataka
560023,Magadi Road,Bangalore West,Karnataka
560086,Mahalakshmipuram Layout,Bangalore West,Karnataka
560003,Malleswaram,Bangalore West,Karnataka
560055,Malleswaram West,Bangalore West,Karnataka
560054,Mathikere,Bangalore West,Karnataka
560054,Msrit,Bangalore West,Karnataka
560072,Nagarbhavi,Bangalore West,Karnataka
560073,Nagasandra (Bangalore),Bangalore West,Karnataka
560096,Nandinilayout,Bangalore West,Karnataka
560073,Nelakadiranahalli,Bangalore West,Karnataka
560003,Palace Guttahalli,Bangalore West,Karnataka
560057,Peenya Dasarahalli,Bangalore West,Karnataka
560058,Peenya I Stage,Bangalore West,Karnataka
560058,Peenya Small Industries,Bangalore West,Karnataka
560010,Rajajinagar,Bangalore West,Karnataka
560010,Rajajinagar IVth Block,Bangalore West,Karnataka
560012,Science Institute,Bangalore West,Karnataka
560020,Seshadripuram,Bangalore West,Karnataka
560089,Shivakote,Bangalore West,Karnataka
560090,Silvepura,Bangalore West,Karnataka
560054,Sri Chowdeshwari,Bangalore West,Karnataka
560021,Srirampuram,Bangalore West,Karnataka
560003,Swimming Pool Extn,Bangalore West,Karnataka
560090,Tarabanahalli,Bangalore West,Karnataka
560097,Vidyaranyapura,Bangalore West,Karnataka
560040,Vijayanagar East,Bangalore West,Karnataka
560040,Vijayanagar (Bangalore),Bangalore West,Karnataka
560091,Viswaneedam,Bangalore West,Karnataka
560003,Vyalikaval Extn,Bangalore West,Karnataka
560086,West of Chord Road II stage,Bangalore West,Karnataka
560022,Yeshwanthpur Bazar,Bangalore West,Karnataka
560022,Yeswanthpura,Bangalore West,Karnataka
562108,Abbur,Channapatna,Karnataka
562117,Achalu,Channapatna,Karnataka
561101,Adarangi,Channapatna,Karnataka
562120,Agalakote,Channapatna,Karnataka
561201,Ajjanahalli,Channapatna,Karnataka
562159,Akkur,Channapatna,Karnataka
562138,Akkur,Channapatna,Karnataka
562117,Alahalli,Channapatna,Karnataka
562119,Alanatha,Channapatna,Karnataka
562110,Alurduddanahalli,Channapatna,Karnataka
562162,Aluru,Channapatna,Karnataka
562138,Ambadahalli,Channapatna,Karnataka
562106,Anekal,Channapatna,Karnataka
562159,Anjanapura,Channapatna,Karnataka
562159,Ankanahalli,Channapatna,Karnataka
562110,Anneshwara,Channapatna,Karnataka
561203,Antharahalli,Channapatna,Karnataka
562110,Aradeshanahalli,Channapatna,Karnataka
562163,Arakere,Channapatna,Karnataka
562138,Aralalasandra,Channapatna,Karnataka
561203,Arallumallige,Channapatna,Karnataka
562123,Arasinakunte,Channapatna,Karnataka
562111,Arebommnahalli,Channapatna,Karnataka
561204,Arudi,Channapatna,Karnataka
562107,Attibele,Channapatna,Karnataka
562126,Attihalli,Channapatna,Karnataka
562112,Attikuppe,Channapatna,Karnataka
561201,Attimagere,Channapatna,Karnataka
562164,Avathi,Channapatna,Karnataka
562159,Averahalli,Channapatna,Karnataka
562120,Bachenahatti,Channapatna,Karnataka
562149,Bagalur (Bangalore),Channapatna,Karnataka
562131,Baginigere,Channapatna,Karnataka
561204,Baktharahalli,Channapatna,Karnataka
562127,Banavadi,Channapatna,Karnataka
562121,Banavasi,Channapatna,Karnataka
562149,Bandikodigehalli,Channapatna,Karnataka
562159,Bannikuppe,Channapatna,Karnataka
562119,Bannimakodalu,Channapatna,Karnataka
562111,Baragenahalli,Channapatna,Karnataka
562163,Basettihalli,Channapatna,Karnataka
562122,Begur,Channapatna,Karnataka
562129,Bendiganahalli,Channapatna,Karnataka
562106,Bestamaranahalli,Channapatna,Karnataka
562157,Bettahalsur,Channapatna,Karnataka
562129,Bettakote,Channapatna,Karnataka
562108,Bevur (Ramanagar),Channapatna,Karnataka
562108,Bevurmandya,Channapatna,Karnataka
562109,Bidadi,Channapatna,Karnataka
562164,Bidalur,Channapatna,Karnataka
562107,Bidaraguppe,Channapatna,Karnataka
562119,Bijjahalli,Channapatna,Karnataka
562164,Bijjawara,Channapatna,Karnataka
562120,Bilagumba,Channapatna,Karnataka
562159,Bilagumba,Channapatna,Karnataka
562111,Billanakote,Channapatna,Karnataka
562131,Biskur,Channapatna,Karnataka
562129,Budigere,Channapatna,Karnataka
562123,Budihal,Channapatna,Karnataka
562106,Byagadadenahalli,Channapatna,Karnataka
562127,Bylakere,Channapatna,Karnataka
562122,Bylanarasapura,Channapatna,Karnataka
562109,Byramangala,Channapatna,Karnataka
562120,Chakarabhavi,Channapatna,Karnataka
562160,Chakkalur,Channapatna,Karnataka
562160,Chakkere,Channapatna,Karnataka
562120,Chamarajasagara,Channapatna,Karnataka
562160,Channapatna Bazar,Channapatna,Karnataka
562160,Channapatna,Channapatna,Karnataka
562135,Channarayapatna,Channapatna,Karnataka
562112,Cheelur,Channapatna,Karnataka
562157,Chikkajala,Channapatna,Karnataka
562126,Chikkalahalli,Channapatna,Karnataka
562117,Chikkamuduvadi,Channapatna,Karnataka
562130,Chikkanahalli,Channapatna,Karnataka
562130,Chunchanakuppe,Channapatna,Karnataka
562162,Dasanapura,Channapatna,Karnataka
562110,Devanahalli,Channapatna,Karnataka
562111,Devarahosahalli,Channapatna,Karnataka
562111,Dobbespet,Channapatna,Karnataka
561203,Dodballapura Bazar,Channapatna,Karnataka
561203,Dodballapura,Channapatna,Karnataka
561204,Doddabelavangala,Channapatna,Karnataka
562132,Doddabele,Channapatna,Karnataka
562159,Doddagangawadi,Channapatna,Karnataka
562114,Doddagattiganabbe,Channapatna,Karnataka
561204,Doddahejjaji,Channapatna,Karnataka
562157,Doddajala,Channapatna,Karnataka
562119,Doddakabballi,Channapatna,Karnataka
562131,Doddamudigere,Channapatna,Karnataka
562114,Doddanallala,Channapatna,Karnataka
562110,Doddasanne,Channapatna,Karnataka
562131,Doddasomanahalli,Channapatna,Karnataka
562163,Doddatumkur,Channapatna,Karnataka
562125,Dommasandra,Channapatna,Karnataka
562109,Ganakal,Channapatna,Karnataka
562117,Ganalu,Channapatna,Karnataka
562131,Gangonahalli,Channapatna,Karnataka
561205,Gantiganahalli,Channapatna,Karnataka
562138,Garakahalli,Channapatna,Karnataka
562159,GCEC Ramanagara,Channapatna,Karnataka
562120,Gejjagaragupppe,Channapatna,Karnataka
562112,Girenahalli,Channapatna,Karnataka
562123,Gollahalli,Channapatna,Karnataka
562119,Gollahalli,Channapatna,Karnataka
562112,Gottigehalli,Channapatna,Karnataka
562161,Government Silk Farm,Channapatna,Karnataka
562108,Gowdagere,Channapatna,Karnataka
562106,Guddanahalli,Channapatna,Karnataka
562127,Gudemaranahalli,Channapatna,Karnataka
561203,Gundamgere,Channapatna,Karnataka
562121,Guttalahunase,Channapatna,Karnataka
562117,H.Kothanuru,Channapatna,Karnataka
561205,Hadonahalli,Channapatna,Karnataka
562128,Hagalahalli,Channapatna,Karnataka
561203,Hanabe,Channapatna,Karnataka
562119,Hanchaguli,Channapatna,Karnataka
562125,Handenahalli,Channapatna,Karnataka
562120,Harathi,Channapatna,Karnataka
562128,Harisandra,Channapatna,Karnataka
562126,Harobele,Channapatna,Karnataka
562135,Harohalli,Channapatna,Karnataka
562112,Harohalli,Channapatna,Karnataka
